food_category,weight,moisture,freshness,contamination_level,organic_percentage,recommended_method,compost_yield,biogas_yield,animal_feed_score,donation_score,nitrogen,phosphorus,potassium,food_category_encoded
Vegetables,-1.4449884759403078,1.1323860839573263,-1.003168264642621,-0.28474176276814017,0.026742877830168793,Biogas,1.84,0.87,8.72,0.35,1.5,0.54,1.28,4
Meat,0.01194842568626125,0.4801324526444279,-1.4504511960621365,-0.838245706695761,-0.7445584220951323,Biogas,9.24,3.64,0.73,-5.38,3.62,1.11,0.52,2
Vegetables,0.24604848123887976,1.1991062709502052,-1.0865540841506274,1.4228523547015117,-0.6093590563036286,Biogas,10.52,5.24,-8.54,-32.26,1.3,0.45,1.28,4
Vegetables,-1.0361974423771247,0.6263335181315562,0.4318353991081331,1.252896786856516,-0.2791179824850386,Biogas,3.96,1.61,36.47,22.94,1.34,0.47,0.72,4
Vegetables,0.17461613800379086,0.7681594893896431,-1.7407315384498405,-0.8761412049314695,-0.8154826795595262,Animal Feed,10.04,4.4,-7.27,-14.71,1.35,0.55,1.42,4
Vegetables,1.093335087136273,1.1232713043134903,-1.3440383301627978,-1.6030457619982412,-0.02645031526812979,Animal Feed,15.32,7.26,10.43,11.59,1.43,0.39,1.16,4
Vegetables,-1.2052304130027316,1.1090522480691063,-0.3748090138730835,0.3652234493958295,-0.2857671316223228,Biogas,3.07,1.47,21.06,10.64,1.77,0.53,1.39,4
Vegetables,-1.229984195311921,1.308483626676236,-0.5363472332547023,0.06320781194154669,0.3436856533741842,Biogas,3.03,1.49,19.07,10.34,1.4,0.43,1.39,4
Vegetables,-1.4046751733224854,0.9329547053501964,1.6372663882301501,0.8084859439104801,0.9598401400961197,Biogas,2.14,0.91,74.88,72.12,1.61,0.48,1.04,4
Vegetables,-0.7313722945125368,1.293899979246099,0.5836045685055506,-0.9278168843437992,-0.41431734827654226,Animal Feed,5.52,2.81,59.8,66.13,1.1,0.42,0.88,4
Grains,-0.4795909658819258,-1.5743388790761879,0.6757127540708798,0.20215797213914435,0.9753548214164578,Compost,7.3,0.56,52.6,49.62,0.99,0.3,0.36,1
Meat,1.6598430765551475,0.012726552508522277,0.17818899416118475,1.5227586682320156,-0.3034981959884244,Compost,18.09,5.71,26.84,9.51,3.06,1.3,0.55,2
Vegetables,1.7220811577896804,0.5705510667112803,0.4559091294263441,-1.6168259431748624,0.15972586057590896,Animal Feed,18.83,7.34,62.14,73.74,1.7,0.42,1.02,4
Mixed,-0.7504680694367686,-0.216965894516143,-0.48959535118745207,1.6881208423514709,0.3237382059623254,Compost,5.62,1.54,6.26,-16.34,1.42,0.51,0.88,3
Grains,1.1774979469875164,-1.2225083848241214,-1.5697731637263128,-0.5454168566925592,0.8623192860825765,Compost,16.44,2.07,-5.25,-14.59,0.95,0.34,0.48,1
Vegetables,0.7545618949619394,0.9548301764954029,-1.2201807321488134,-1.4537604659181775,0.44785565652501474,Animal Feed,13.83,6.07,12.68,13.25,1.52,0.62,1.33,4
Mixed,1.735518925328955,0.3813282413052468,-1.1130700769648887,0.24694356096316353,-2.6883263532287187,Compost,16.34,6.85,0.94,-12.69,0.81,0.42,1.06,3
Vegetables,1.6506488145545914,1.1826996675913009,-1.5809377922796861,-0.9967177902269057,-0.32566202644604675,Animal Feed,18.02,8.82,-1.64,-7.12,1.14,0.36,1.13,4
Vegetables,1.5700222093189462,1.2720245081008925,1.0329808677788233,-0.8106853443425185,-0.23700670461555118,Animal Feed,17.68,8.85,71.67,79.55,1.69,0.5,1.17,4
Grains,-1.1203603022283684,-1.5189210188416653,-1.0952764502079502,-0.30541203453307203,1.0440626958350914,Compost,3.74,0.31,6.26,-2.46,0.84,0.19,0.43,1
Fruits,-0.13657426816887452,0.4217978629238782,1.3762931957950506,0.14359220213850418,-1.899293988937319,Biogas,8.0,3.26,73.2,74.74,1.42,0.23,0.57,0
Grains,0.6675700314182172,-1.370167815054263,0.8916785376501933,0.37555858527829544,1.0573609941096629,Compost,13.74,1.43,57.28,54.03,0.94,0.36,0.47,1
Grains,1.6930838699417732,-1.227248070238916,0.8061993502884294,0.8337496094009523,1.1415835498486346,Compost,19.55,2.42,50.83,43.09,1.09,0.34,0.39,1
Vegetables,0.4207394592494443,0.7353462826718337,0.9604107821818973,-0.004544745510174509,0.5786222562249945,Biogas,12.09,4.9,62.57,63.01,1.31,0.52,0.7,4
Grains,0.7743649208092909,-1.2702698301578217,-1.16470648402424,1.035858933324731,1.3033795121892844,Compost,14.5,1.69,-7.41,-28.2,1.15,0.37,0.35,1
Meat,0.7962896994260016,-0.19071532914189562,-0.022774319799533472,0.3273279511601208,0.17745692494200743,Compost,13.88,3.87,31.49,23.41,2.92,1.11,0.59,2
Grains,0.5303633523329968,-1.338083790707961,1.2663913834727825,0.9256174839117608,0.6539792797809154,Compost,12.74,1.41,63.23,57.34,1.02,0.35,0.41,1
Grains,1.0042214708231914,-1.4748054853654997,1.4363030742694316,-1.0288715463056886,0.9398926926842578,Animal Feed,15.54,1.4,85.12,97.21,0.82,0.33,0.46,1
Grains,-0.21720087340451966,-1.4011580658433054,0.5679043096023694,-1.3664859851329094,1.285648447823186,Animal Feed,8.89,0.88,63.18,73.24,0.98,0.36,0.4,1
Grains,0.5232908431017999,-1.2046434167222029,0.05782034257012967,-1.7328091347447583,0.28605969418436494,Animal Feed,12.48,1.65,51.74,62.06,1.08,0.26,0.44,1
Grains,0.0600414884584004,-1.5265774337424878,0.28529964934510926,0.9152823480292949,0.22621735194877904,Compost,9.95,0.85,35.2,23.77,0.98,0.28,0.38,1
Vegetables,0.6986890720354836,1.2501490369556865,0.7252557932764737,0.6270468917516333,0.47445225307416405,Biogas,13.54,6.51,50.32,43.91,1.37,0.56,1.16,4
Mixed,0.46388176555974553,0.010903596579754938,-0.4718017244305133,-1.2057172047389948,0.05998862351660226,Animal Feed,12.03,3.73,31.97,34.67,1.01,0.43,0.72,3
Vegetables,1.6895476153261748,0.9978519364143081,1.6993696345582883,-1.5031394484677372,-0.5184873514273728,Donation,18.05,8.42,96.8,114.53,1.35,0.36,1.35,4
Fruits,-0.620333899582745,-0.1261826892635372,-1.2990309213070117,-0.8348006614016058,-2.6129693296727976,Animal Feed,5.45,1.81,5.02,-0.25,1.4,0.44,1.01,0
Grains,1.065045050211485,-1.1393815944723378,0.832715343102691,-0.5591970378691804,0.8069097099385176,Compost,15.78,2.18,63.73,68.28,1.19,0.32,0.37,1
Vegetables,-1.4499392324021456,0.966132503253759,1.7066964220464398,-0.8899213861080908,-0.698014378134121,Animal Feed,1.75,0.81,91.66,104.09,1.6,0.52,1.35,4
Grains,1.6230660285529233,-1.5400673076153648,-1.5739598994338277,-1.075953831992478,0.31043990768775076,Animal Feed,18.43,1.54,-0.75,-5.5,0.86,0.37,0.4,1
Vegetables,-0.031193880624040025,0.8830057129019759,-1.6796749760485807,0.6798709195953482,-0.8487284252459628,Biogas,8.98,4.1,-19.07,-39.71,1.83,0.51,1.34,4
Vegetables,0.7800229281942488,1.069311808821982,1.6564555935562602,-0.6705868357135357,1.2789992986858987,Animal Feed,14.51,6.36,88.32,98.56,1.32,0.46,1.32,4
Fruits,-1.3968954131681688,0.8188376642093709,-1.116210128745525,0.6913544039091994,-2.914397423896478,Compost,1.8,0.9,-3.02,-20.53,1.46,0.33,1.0,0
Fruits,0.9285456220493841,-0.15024570752326388,1.1746320925497464,0.5638877280254528,-1.7109014300475198,Compost,13.28,4.16,63.76,60.49,1.34,0.35,1.1,0
Vegetables,-0.5078810028067137,0.5876868524416918,-1.1580774858206746,1.24026495411128,0.124263731843712,Biogas,6.86,2.69,-9.0,-31.53,1.84,0.53,1.04,4
Meat,1.369870198076073,-0.21988262400217046,0.42729976875832515,0.9887766476379417,-0.24143947070707816,Compost,16.62,4.66,38.62,27.36,2.8,0.73,0.52,2
Vegetables,0.7658779097318548,0.5370086776219641,-1.5865201065563728,-1.0908823616004844,0.656195662826679,Animal Feed,14.03,5.27,-0.98,-5.68,1.15,0.51,1.0,4
Vegetables,-0.051704157394511334,0.6562299953633378,-0.509831240440441,-0.8451357972840717,0.1508603283928613,Animal Feed,9.32,3.75,27.74,27.08,1.85,0.52,1.2,4
Grains,1.5480974307022362,-1.2002683224931618,-1.302170973087648,0.7189147662624418,0.43234097520467973,Compost,18.13,2.39,-8.59,-27.41,1.07,0.32,0.43,1
Vegetables,-0.01634161123852665,0.703626849511285,-0.24816025872075576,1.058825901952433,-0.717961825545983,Biogas,9.11,3.89,18.65,2.91,1.63,0.55,1.05,4
Vegetables,1.0834335742125973,1.270930734543632,-1.3597385890659788,-0.8428391004213014,0.3414692703284239,Animal Feed,15.54,7.56,3.36,-2.19,1.35,0.49,1.17,4
Fruits,-1.5263223320990724,-0.19837174404271754,0.6115161398889836,1.232226515091584,-1.057068431547624,Compost,1.33,0.39,41.78,29.46,1.09,0.45,0.88,0
Vegetables,0.11662156230797595,1.1108752039978738,-1.4741760317380546,1.1403586405807757,1.0573609941096629,Biogas,10.66,4.78,-17.19,-40.67,1.78,0.46,1.03,4
Fruits,-0.04321714631707494,-0.6296831167890334,-0.29002761579590547,1.6582637831354579,-2.712706566732104,Compost,8.08,2.02,12.24,-8.96,1.23,0.4,0.88,0
Fruits,-0.5559740655788529,0.5639884253677188,-0.8883819273282524,1.002556828814563,-1.3939586545035012,Biogas,6.13,2.57,0.8,-18.13,1.34,0.42,0.81,0
Grains,1.572851213011425,-1.6596532165424922,-0.26909393725833064,-1.5272547655268243,1.001951417965604,Animal Feed,18.75,1.21,40.58,47.24,0.93,0.21,0.38,1
Mixed,0.22058744800657085,0.6704490516077218,1.4000180314709685,-1.2964367308184181,-0.03974861354270129,Animal Feed,10.68,4.36,86.41,100.62,1.05,0.47,0.86,3
Mixed,0.09611128553750489,-0.2242577182312116,1.4729370117101874,1.4033304313679646,-0.6935816120425973,Compost,9.7,2.78,64.99,56.12,1.15,0.22,0.44,3
Vegetables,-0.4633241946501728,1.2618159548997963,0.8215507145493175,-1.1907886751309884,-0.5051890531527982,Animal Feed,6.89,3.48,68.91,78.89,1.4,0.32,1.36,4
Grains,-1.7194018341107489,-1.5736096967046809,0.310420063590199,-0.9404487170890354,0.38358054819790816,Animal Feed,0.38,0.03,52.08,56.96,1.04,0.28,0.41,1
Vegetables,-0.645794932815054,1.1382195429293815,0.3578697349420353,1.6192199364683644,-0.3433930908121452,Biogas,5.99,2.89,31.16,14.02,1.56,0.34,1.33,4
Vegetables,-0.7165200251270233,0.6861264725951198,-0.046499155475451595,-0.9014048704219418,1.2723501495486114,Animal Feed,6.06,2.34,41.51,43.99,1.55,0.47,1.34,4
Meat,1.197300972834868,0.1290311407638685,-0.7421950722075216,-1.2103105984645353,-0.4298320295968773,Biogas,15.57,5.22,24.25,25.44,2.79,0.97,0.48,2
Grains,-0.13303801355327602,-1.3796471858838528,-0.13930513032536676,-1.1046625427771055,0.2483811824064045,Animal Feed,8.92,0.95,40.61,44.33,1.06,0.27,0.37,1
Fruits,1.5961904934743754,-0.18597564372710085,0.8976097465691729,0.8429363968520334,-0.0020701017647439886,Compost,18.02,5.09,53.38,46.09,1.51,0.25,1.14,0
Mixed,-0.202348604019006,0.1275727760208548,1.6770403774515423,0.6190084527319379,-1.5225088711577208,Biogas,7.83,2.77,77.67,76.79,1.48,0.26,0.73,3
Meat,1.7418841836370318,0.16002139155291067,-1.1818023214965927,-1.6535730929791859,-1.8549663280220743,Biogas,17.12,6.25,15.52,18.04,3.16,1.08,0.53,2
Vegetables,-0.596994619119795,1.272389099286646,-1.3283380712596167,-1.6271610790573285,-0.899705235298498,Animal Feed,6.08,3.14,11.09,12.54,1.58,0.53,1.26,4
Fruits,0.5155110829474833,0.3966410711068912,-0.2279243694677668,-1.2378709608177778,0.7271199202910729,Animal Feed,12.7,4.5,39.24,43.62,1.23,0.35,1.08,0
Vegetables,-0.1761803198635773,0.667896913307448,0.497427591859201,-0.32263726100384865,1.1260688685282965,Biogas,9.05,3.49,52.06,52.63,1.51,0.48,1.35,4
Mixed,-0.5793133460418026,0.5669051548537462,-0.4456346262585448,1.3792151143088773,0.5764058731792342,Biogas,6.62,2.53,10.21,-9.45,1.46,0.46,1.06,3
Vegetables,-0.22285888078947708,1.119625392455956,1.2311530246011986,-1.6271610790573285,0.8933486487232496,Donation,8.7,3.94,84.45,100.58,1.43,0.63,1.41,4
Fruits,1.3550179286905595,0.06814441274304452,1.1652119372078378,-0.004544745510174509,-2.8146601868371746,Compost,14.48,5.34,68.43,70.05,1.75,0.38,1.32,0
Grains,1.3323858991507291,-1.0547964393775404,0.261923708311484,-1.2057172047389948,0.8135588590758049,Animal Feed,17.26,2.59,53.0,59.9,1.13,0.29,0.37,1
Grains,1.171132688679439,-1.6210065508526277,0.8034081931500862,-0.6441748217916783,0.5631075749046596,Animal Feed,16.18,1.15,63.63,68.75,1.09,0.36,0.39,1
Vegetables,0.6916165628042871,0.8673282919145778,1.280696063806792,-1.2229424312097712,0.4123935277928178,Donation,13.47,5.75,82.35,95.24,1.66,0.7,1.38,4
Grains,-0.19669059663404834,-1.549546678444954,-1.4225396246787034,-0.6935538043412377,0.9044305639520608,Animal Feed,8.84,0.71,0.26,-6.95,1.03,0.38,0.4,1
Vegetables,0.8656002898917313,1.261451363714043,-1.6123383100860484,0.9589195884219288,0.3968788464724828,Biogas,14.4,6.97,-19.57,-42.27,1.4,0.51,1.88,4
Vegetables,0.7878026883485654,0.7969621930641644,0.4831229115251914,0.3169928152776549,1.3033795121892844,Biogas,14.57,5.84,46.08,40.99,1.6,0.36,1.49,4
Meat,-1.6557492510299765,0.4626320757282633,-0.2237376337602517,1.2609352258762119,-0.9506820453510298,Biogas,0.68,0.27,17.6,0.24,1.72,1.11,0.6,2
Vegetables,-0.4880779769593622,0.8217543936953983,0.7772410949781177,-1.4709856923889542,0.7448509846571714,Animal Feed,7.18,2.97,70.08,82.26,1.36,0.44,1.03,4
Vegetables,0.8910613231240402,1.2279089746247267,-0.40481395311027407,-1.5628535668997625,0.7116052389707379,Animal Feed,14.75,6.97,36.99,43.18,1.31,0.51,1.18,4
Meat,0.02538619322553552,0.5278938979781282,-0.47110393514592763,0.4812066409657249,-1.7042522809102325,Biogas,8.87,3.73,17.3,5.32,3.04,1.01,0.63,2
Meat,-0.19386159294156963,-0.08717143238791945,0.0047883569416066795,-0.43976880100512955,0.01787734564711798,Compost,8.5,2.52,38.95,37.71,3.38,1.21,0.5,2
Vegetables,-0.4456429215721805,0.4979974207463466,0.5933736184897522,1.5020883964670837,-0.25917053507317667,Biogas,7.06,2.73,38.92,24.14,1.44,0.52,1.14,4
Vegetables,1.0049287217463114,0.9654033208822522,0.3139090100131282,0.4880967315540358,0.5276454461724595,Biogas,15.25,6.69,39.74,32.2,1.8,0.53,1.14,4
Meat,-0.7462245638980505,0.29346176553866865,-0.8451189916839311,1.4584511560744498,-1.7507963248712406,Biogas,5.09,1.96,-1.94,-24.58,2.73,1.17,0.65,2
Fruits,0.06711399768959744,0.9588406795386907,-1.4713848745997113,-1.0082012745407567,-1.9281069685322316,Animal Feed,8.97,4.44,1.6,-3.15,1.44,0.4,0.43,0
Vegetables,0.23968322293080255,0.7200334528701892,0.8212018199070249,1.1495454280318562,-0.7334765068663212,Biogas,10.42,4.47,48.53,38.13,1.01,0.71,1.22,4
Grains,-0.36572356725965516,-1.2589675033994652,-1.3042643409414056,-0.35364266865124666,0.21956820281149173,Compost,7.66,0.95,0.68,-8.81,0.88,0.39,0.31,1
Vegetables,1.6082137591674097,1.2898894762028112,-0.5415806528890961,0.34455317763089766,0.5232126800809356,Biogas,18.53,8.99,16.47,5.27,1.42,0.52,1.28,4
Vegetables,0.6619120240332599,0.4706530818148389,0.6167495595233775,-0.3685711982592529,0.9376763096384974,Biogas,13.64,4.93,55.89,57.54,1.37,0.51,1.28,4
Vegetables,-0.7186417778963823,0.7462840182444371,-1.0865540841506274,0.7338432958704484,-0.11067287100709834,Biogas,5.67,2.38,-2.54,-20.26,1.61,0.36,1.26,4
Vegetables,-1.2009869074640134,0.8261294879244396,-0.404465058467981,0.5053219580248123,-0.5738969275714317,Biogas,3.05,1.35,19.0,7.19,1.52,0.53,1.01,4
Mixed,-0.08140869616553834,0.4721114465578523,-1.0572469341980226,0.018422223117527517,-2.34035421504403,Compost,8.07,3.44,4.54,-6.78,1.15,0.27,0.93,3
Vegetables,0.7807301791173683,1.2840560172307562,-0.44703020482771666,0.4100090382198487,-0.030883081359653623,Biogas,13.66,6.79,18.6,7.37,1.31,0.45,1.43,4
Grains,-1.3806286419364158,-1.248758950198369,0.3585675242266212,0.7085796303799758,1.2014258920842174,Compost,2.31,0.28,39.09,29.88,0.79,0.3,0.38,1
Vegetables,1.118088869445462,0.9220169697775934,0.11573685319075322,-1.5835238386646944,0.002362664326782993,Animal Feed,15.47,6.87,52.1,61.46,1.57,0.52,1.09,4
Grains,-0.8876747485219891,-1.4263148576602926,1.3232612101665278,0.8980571215585185,0.93102716050121,Compost,5.02,0.49,65.1,59.77,0.97,0.22,0.39,1
Grains,0.7015180757279623,-1.4547529701490607,-0.7020721883438366,1.0060018741087182,0.6207335340944788,Compost,13.65,1.29,6.11,-11.77,1.04,0.28,0.48,1
Vegetables,0.44690774340487277,1.1659284730466424,0.20191382983710288,-1.5088811906246626,0.5586748088131326,Animal Feed,12.22,5.7,53.93,63.13,1.31,0.53,1.58,4
Vegetables,0.7821446809636075,1.2917124321315783,-0.48296635298388657,-0.8726961596373143,0.2971416094131761,Animal Feed,13.88,6.81,28.75,28.48,1.69,0.61,1.03,4
Fruits,-0.17335131617109856,0.21434547823017283,-1.2522790392397614,-1.6581664867047263,0.7293363033368363,Animal Feed,8.9,2.93,13.54,15.7,1.29,0.44,0.9,0
Vegetables,0.8457972640443803,0.8042540167792331,0.3732210992029236,1.6869724939200856,-0.6448211850358256,Biogas,13.59,5.98,31.0,13.35,1.34,0.56,1.51,4
Grains,-0.6387224235838569,-1.611162588837285,0.363452049218722,0.26761383272809536,0.7625820490232698,Compost,6.35,0.46,43.08,37.74,1.06,0.3,0.42,1
Grains,-1.1917926454634573,-1.7099668001764663,-1.5830311601334435,0.4077123413570785,0.6872250254673521,Compost,3.29,0.19,-13.93,-31.65,1.01,0.3,0.43,1
Grains,-0.19739784755716813,-1.2779262450586437,-0.833256573845972,-0.08952252943267233,1.1548818481232093,Compost,8.94,1.04,11.89,2.8,1.14,0.29,0.48,1
Mixed,1.1223323749841803,-0.6194745635879371,-0.3392217603592062,-0.6292462921836718,0.002362664326782993,Animal Feed,15.5,3.39,30.75,29.19,1.28,0.28,0.85,3
Vegetables,1.1824487034493543,1.1819704852197936,-1.620711781501078,-1.0254265010115333,0.919945245272399,Animal Feed,16.52,7.62,-2.53,-7.99,1.77,0.59,1.07,4
Grains,-0.3098507443331994,-1.6760598199013965,-0.6779984580256254,0.25038860625731896,0.2505975654521648,Compost,7.97,0.51,13.38,2.22,0.84,0.35,0.4,1
Mixed,-0.6521601911231312,0.9719659622258143,0.8634180716244673,-0.27900002061121476,-2.776981675059214,Compost,5.25,2.73,62.18,64.46,1.11,0.43,0.7,3
Vegetables,1.032511507747979,1.3015563941469208,1.7175121559575202,1.0553808566582776,1.2900812139147129,Biogas,15.95,7.49,75.03,70.58,1.77,0.58,1.3,4
Grains,-0.4159383828011535,-1.3216771873490563,1.0221651338677429,-1.0920307100318691,1.179262061626595,Animal Feed,7.73,0.85,73.79,84.06,1.05,0.31,0.4,1
Vegetables,0.5996739427987267,0.9577469059814303,-0.5722833814108725,0.18722944253113807,-0.7201782085917465,Biogas,12.28,5.71,16.96,6.95,1.52,0.54,1.39,4
Grains,1.632967541476599,-1.6618407636570125,1.1543962032967574,-1.6949136365090498,1.0440626958350914,Donation,19.13,1.22,82.83,99.11,1.04,0.36,0.41,1
Vegetables,-1.0927775162267004,0.85055709736992,-0.6176396849089515,-0.750971225910493,1.1016886550249108,Animal Feed,3.91,1.61,23.83,21.73,1.5,0.48,1.4,4
Vegetables,0.024678942302415716,0.8454528207693719,-1.0377088342296195,1.515868577643705,-0.07964350836642523,Biogas,9.62,4.18,-7.95,-32.2,1.6,0.47,1.12,4
Mixed,-1.7073785684177143,-0.3843132487769703,-1.3970703157913205,1.0542325082268929,0.4256918260673924,Compost,0.45,0.11,-14.23,-36.52,1.42,0.18,0.65,3
Mixed,0.5636041457196224,0.6901369756384076,-0.9843279539588037,-1.523809720232669,0.6340318323690535,Animal Feed,12.91,5.13,20.05,22.58,1.44,0.33,0.56,3
Meat,-1.2144246750032877,-0.2147783474016223,0.5396438435766433,-0.609724368850125,-1.2188643938882768,Compost,2.88,0.85,55.77,59.07,3.24,1.07,0.37,2
Vegetables,-1.447110228709667,0.8159209347233434,-1.5540729048231317,-0.38005468257310393,0.9265943944096863,Biogas,1.91,0.78,-6.24,-16.93,1.52,0.61,1.05,4
Vegetables,1.2729768216086752,1.3121295385337708,0.1705133120307407,-0.19402223668871693,-0.18159712847149226,Biogas,16.16,8.16,41.57,39.13,1.5,0.49,1.23,4
Vegetables,-1.62463021041271,0.9963935716712947,-0.5576298064345702,-1.6581664867047263,0.7958277947097064,Animal Feed,0.92,0.4,33.45,39.6,1.75,0.55,1.45,4
Fruits,-0.23276039371315282,0.32226446921318985,-1.1947114232614306,-1.1494481316011245,-2.3447869811355537,Animal Feed,7.36,2.95,10.76,8.83,1.37,0.51,0.94,0
Vegetables,-0.2518561686373845,1.2268152010674664,1.3839688779254946,0.414602431945389,1.0484954619266154,Biogas,8.59,3.99,71.05,70.28,1.54,0.67,1.4,4
Vegetables,0.723442854344673,1.1316569015858196,-0.17070564813172895,-1.1804535392485225,0.5032652326690736,Animal Feed,13.7,6.34,40.39,44.59,1.36,0.35,0.97,4
Grains,-1.5432963542539453,-1.0660987661358972,-1.07608724488184,0.6523105572421058,0.4766686361199275,Compost,1.34,0.2,-1.53,-18.47,0.99,0.27,0.4,1
Vegetables,0.4575165072516683,0.4316418249392209,1.0518211784626408,-0.717669121400325,0.1264801148894755,Animal Feed,12.03,4.45,71.39,78.56,1.57,0.52,1.45,4
Fruits,0.49924431171572997,-0.49296142213149463,-0.12116260892613515,0.41804747723954444,0.6251663001860058,Compost,12.55,2.89,27.88,18.45,1.19,0.39,0.54,0
Grains,-0.9124285308311784,-1.5006914595539935,-1.4138172586213806,-0.18598379766902118,0.36363310078604616,Compost,4.75,0.42,-3.91,-15.49,1.01,0.29,0.38,1
Vegetables,0.9766386848215233,0.5180499359627856,-1.4357976210858339,-1.3435190165052073,0.09545075224880237,Animal Feed,14.79,5.67,5.54,3.92,1.82,0.52,1.21,4
Mixed,-0.31338699894879796,0.5563320104668963,1.1840522478916549,0.6741291774384226,0.004579047372543334,Biogas,7.86,3.07,63.06,58.89,0.89,0.33,0.98,3
Grains,-0.8091698960557032,-1.4478257376197452,-0.6043816885018206,0.950881149402233,1.2169405734045524,Compost,5.52,0.51,9.39,-7.45,0.92,0.28,0.44,1
Grains,0.2651442561631115,-1.4496486935485127,-1.4839450817222561,-0.5591970378691804,0.47223587002840056,Compost,11.18,1.07,-2.67,-11.4,0.97,0.29,0.37,1
Grains,1.5537554380871936,-1.5047019625972813,-0.5618165421420852,-0.7314493025769462,0.2395156502233537,Animal Feed,18.0,1.6,25.26,23.31,0.93,0.36,0.38,1
Mixed,-0.6896444900484748,0.9278504287496482,-0.5373939171815811,-0.06311051551081485,0.20183713844539322,Biogas,5.91,2.6,20.14,12.52,1.46,0.56,0.95,3
Vegetables,-0.6931807446640734,0.9121730077622507,0.8505089698596293,-0.1538300415902383,0.1331292640267628,Biogas,5.87,2.58,60.71,61.83,1.32,0.46,0.78,4
Grains,0.7107123377285185,-1.1441212798871325,-1.1353993340716353,1.3642865847008712,0.7869622625266556,Compost,13.81,1.9,-9.42,-32.91,0.98,0.32,0.44,1
Vegetables,0.7001035738817233,0.9493613087091012,1.6794826399475924,-0.30311533767030185,-0.7844533169188531,Biogas,12.75,5.93,85.76,92.93,1.28,0.59,1.34,4
Grains,1.3125828733033778,-1.5615781875748174,1.438047547480896,-0.13890151198223183,0.4146099108385813,Compost,16.84,1.35,77.42,81.77,1.09,0.26,0.32,1
Grains,-0.9484983279102828,-1.5214731571419395,-1.3492717497971916,1.1920343199931054,1.0329807806062772,Compost,4.7,0.39,-14.07,-37.28,0.97,0.3,0.29,1
Meat,0.9172296072794692,-0.1371204248361402,-1.6845595010406815,1.0197820552853396,-0.915219916618833,Compost,13.77,4.17,-22.17,-45.81,3.33,0.95,0.22,2
Grains,0.5310706032561164,-1.1678197069611058,1.653664436417917,0.5524042437116016,1.2324552547248906,Compost,13.08,1.72,77.58,77.15,1.08,0.24,0.3,1
Fruits,-0.9513273316027616,-0.14368306617970206,-0.6274087348931529,-1.6076391557237817,-1.5579709998899178,Animal Feed,4.13,1.29,31.01,36.32,1.42,0.37,0.92,0
Vegetables,-0.9668868519113948,1.0131647662159526,-1.3129867069987284,-1.459502208075103,-0.5029726701070346,Animal Feed,4.27,2.0,10.06,10.14,1.5,0.62,1.1,4
Grains,0.7001035738817233,-1.093443105067405,0.01699966942185871,-1.675391713175503,0.9376763096384974,Animal Feed,13.84,1.99,50.07,59.66,1.1,0.28,0.43,1
Vegetables,-1.1705751177698664,0.47648654078689373,1.6620379078329468,-0.32723065472938917,0.8157752421215684,Biogas,3.42,1.25,85.47,92.75,1.71,0.47,1.02,4
Vegetables,0.6711062860338155,1.1681160201611631,-0.2558359408511998,0.056317721353236004,-0.2857671316223228,Biogas,12.92,6.28,27.17,20.11,1.38,0.58,1.05,4
Meat,0.5331923560254755,0.4783094967156608,-0.08034193577786418,0.07124625096124246,-1.604515043850926,Biogas,11.41,4.69,32.07,25.9,3.19,0.83,0.54,2
Vegetables,-1.4754002656344547,1.1947311767211641,-0.2778163033156535,-1.53299650768375,-0.2680360672562243,Animal Feed,1.65,0.81,40.38,47.05,1.75,0.36,1.07,4
Mixed,1.5389031687016799,0.07142573341482557,-0.3605043335390739,-1.4824691767028053,-2.284944638899971,Animal Feed,15.77,5.66,37.57,43.32,1.03,0.31,0.79,3
Meat,-0.7639058369760428,0.1753342213545551,-1.399163683645078,-0.5614937347319506,-1.9813001616305272,Biogas,4.94,1.83,-0.22,-8.46,2.93,1.0,0.5,2
Vegetables,0.12015781692357447,0.5413837718510055,-0.065688360801562,1.1862925778361797,0.14421117925557397,Biogas,10.24,3.95,22.78,6.98,1.66,0.6,1.04,4
Mixed,1.6407473016309155,-0.23701840973258193,-1.5177878620246688,1.24256165097405,-0.057479677908802915,Compost,18.2,5.02,-19.32,-43.94,0.61,0.24,1.3,3
Vegetables,0.5565316364884253,1.275670419958427,0.6554768648178909,-1.3331838806227414,0.6916577915588759,Animal Feed,12.9,6.19,65.4,75.67,1.38,0.78,1.14,4
Grains,-1.2137174240801678,-1.7085084354334525,-0.9996793182196918,-1.2126072953273053,0.7249035372453093,Animal Feed,3.17,0.19,16.9,16.63,1.05,0.31,0.44,1
Grains,-0.9470838260640434,-1.2425609000405604,1.1509072568738279,-0.5465652051239444,0.33038735509960954,Compost,4.56,0.58,72.75,79.01,1.17,0.36,0.37,1
Vegetables,1.6011412499362132,1.123635895499244,1.7307701523646506,-0.28244506590537,0.8844831165401988,Biogas,18.81,8.54,87.06,94.34,1.42,0.36,1.06,4
Grains,1.4151342571557335,-1.5783493821194756,0.5741844131636415,-0.18139040394348085,0.36363310078604616,Compost,17.35,1.35,53.03,52.8,0.9,0.32,0.38,1
Fruits,-0.8989907632919043,-0.2716545723791585,-1.2801906106231944,0.8394913515578779,-0.8575939574290137,Compost,4.55,1.28,-9.01,-28.76,1.0,0.48,0.77,0
